Title,Content,Category
На Всемирной выставке в Индии презентовали торговый и инвестиционный потенциал Башкирии,"Делегация представителей торговых сетей из Башкортостана приняла участие во Всемирной продовольственной выставке IndusFood, которая прошла на днях в Дели. Ее организаторами выступили Совет по содействию торговли Индии, министерства торговли и пищевой промышленности Индии. Выставка свела вместе 500 лучших индийских производителей продовольствия и около 800 международных байеров — представителей оптовых компаний, мировых сетевых супермаркетов, магазинов, предприятий общепита из 80 стран. В их числе на выставке, организованной с целью расширения экспорта продовольствия из Индии, побывало и 70 предпринимателей из России, а представители Башкортостана стали на ней самой крупной региональной делегацией.",Иҡтисад
"Радий Хәбиров: «Кемдең һаулығы өсөн ныҡ кәрәк, тик шулар ғына Ҡырымға барасаҡ»","БР Башлығы вазифаһын ваҡытлыса башҡарыусы Радий Хәбиров социаль селтәрҙәрҙә үҙенең зитына тейгән нәмә менән уртаҡлашты. Ҡырым башлығы Сергей Аксенов Сибай балаларын санаторийға саҡырғандан һуң, кешеләр интернетта кемдәрҙең балалары диңгеҙгә ял итәсәк тип һорау алыу ҡуйғандар.",Иҡтисад
Сибай балалары Ҡырымда бушлай ял итәсәк,"Башҡортостан Башлығы вазифаһын ваҡытлыса башҡарыусы Радий Хәбиров Ҡырым Башлығы Сергей Аксенов менән осрашты. Осрашыу барышында социаль, мәҙәни һәм сауҙа - иҡтисади өлкәлә хеҙмәттәшлек итеү мәсьәләләре тикшерелде. Ике көнлөк эш сәфәрендә Ҡырым етәксеһе Өфөнөң сауҙа һәм социаль объекттары менән таныша.",Иҡтисад
Радий Хабиров заслушал доклады и раздал поручения по смогу в Сибае,"В ходе рабочей поездки в Сибай руководитель Башкирии Радий Хабиров провел заседание Комиссии по чрезвычайным ситуациям (КЧС) в связи с тем, что с ноября прошлого года здесь действует режим повышенной готовности. Из-за окисления руды в неэксплуатируемом карьере по добыче медной руды возникла сильная загазованность воздуха.На заседании создан межведомственный штаб по предотвращению последствий ЧС в Сибае. Его работу возглавит Александр Лапухов — зам руководителя Госкомитета РБ по ЧС.",Иҡтисад
"Р.Хабиров: Мер, предпринимаемых УГОКом в Сибае, — недостаточно"," 15 января в ходе рабочей поездки в Сибай врио главы Башкирии Радий Хабиров жестко раскритиковал руководство УГОКа (Сибайского филиала АО «Учалинский горно-обогатительный комбинат») и руководство города за то, что они не предпринимают должных мер по обеспечению экологического благополучия в городе.",Иҡтисад
Радий Хабиров провел первую в 2019 году встречу с инвесторами,"В Доме республики 10 января врио главы Башкортостана Радий Хабиров провёл первую в 2019 году встречу с инвесторами в формате «Инвестчаса». Состоялось обсуждение четырех инвестиционных проектов.В пресс-службе главы РБ сообщили, что речь шла о создании экспортно ориентированного направления сельхозпредприятия «Шаранагрогаз». По словам инициатора проекта Мансура Латыпова, предполагается развитие уже существующего производства за счёт увеличения посевных площадей, внедрения полной переработки сырья и обеспечения устойчивого сбыта. Продукцию переработки зерна предполагается направлять партнерам из китайской провинции Чунцин, а мясное сырье – на перерабатывающее предприятие в Уфимском районе. Общий объём инвестиций составит 225 млн рублей.",Иҡтисад
Башҡортостан етәксеһе Радий Хәбиров: «Салауат Юлаев» — беҙҙең өсөн бик мөһим,"10 ғинуарҙа Республика йортонда БР Башлығы вазифаһын ваҡытлыса башҡарыусы Радий Хәбиров ""Салауат Юлаев"" хоккей командаһы етәкселеге, баш тренер Николай Цулыгин һәм капитан Григорий панин менән осрашты. Төбәк башлығы хоккейға һәм башҡа спорт төрҙәренә үҙенең мөнәсәбәтен белдерҙе.",Иҡтисад
Радий Хәбиров республиканың православие христиандарын Раштыуа менән ҡотланы,БР Башлығы сайтында ошолай тиелә:,Иҡтисад
Радий Хабиров поздравил жителей Башкортостана вместе с детьми из социального приюта,"Новогоднее поздравление руководителя Башкортостана Радия Хабирова жителям республики получилось эмоциональным по содержанию и необычным по форме, подаче и месту, откуда оно прозвучало.",Иҡтисад
Владимир Путин поздравил Радия Хабирова с Новым годом,«Уважаемый Радий Фаритович!Поздравляю Вас с Новым годом.,Иҡтисад
Радий Хабиров: В Башкирии мы установили самую низкую оплату за сбор мусора в ПФО,Рабочая поездка врио главы Башкортостана Радия Хабирова по Ермекеевскому району началась в селе Спартак.,Иҡтисад
Магнитогорск агломерацияһына инделәр,"БР Иҡтисади үҫеш министрлығы хәбәр итеүенсә, Әбйәлил, Баймаҡ, Белорет һәм Учалы райондары һәм Сибай ҡалаһы Магнитогорск төбәк-ара агломерцияһына индерелгән. ",Иҡтисад
Торатау мәсьәләһенә нөктә ҡуйылды: изге тауға теймәйәсәктәр,"Башҡортостан Хөкүмәтенән хәбәр итеүҙәренсә, ""Башкирская содовая компания"" өсөн сеймал базаһы итеп Ҡуштау тауы һайланған.Торатау менән Йөрәктауға теймәйәсәктәр, Ҡуштауҙы үҙләштергәндә тирә-яҡғты тергеҙеп, тәртипкә ҡалдыу - рекультивация ла барасаҡ. Унда булған туристик объекттар - тау саңғыһы базаһы һәм йәйәүле маршруттар әлегә торасаҡ, 30 йыл дауамында тейелмәйәсәк.",Иҡтисад
Радий Хәбиров Рәсәй юридик форумында конституцияны үҙгәртмәйәсәген белдерҙе,"1 декабрҙә Өфөлә Башҡортостан Башлығы вазифаһын ваҡытлыса башҡарыусы Радий Хәбиров Юристар көнөнә һәм Рәсәй Федерацияһы Конституцияһының 25 йыллығы уңайынан «XXI быуатта конституционализм» Рәсәй юридик форумының пленар ултырышында ҡатнашты. Ул дәүләт власы һәм гражданлыҡ йәмғиәте диалогында кеше хоҡуҡтарына арналды.    – Бындай майҙансыҡтар бик әһәмиәтле. Улар ғалимдарға аралашыу, тәжрибә уртаҡлашыу мөмкинлеге бирә. Кешелек донъяһы бик етеҙ, заманса һәм көнәркәшле. Шуға күрә бер-береңде тыңлау һәм бер аҙ алға киткәндәрҙең тәжрибәһен үҙләштереү мөмкинлеге булыуы бик шәп, – тине Радий Хәбиров.",Иҡтисад
Сәскә ултыртып өлгөрмәһәгеҙ," Былтыр көҙ танышым биргән лилиә сәскәләрен ваҡытында ултыртып өлгөрмәнем. Шуға торттың пластик ҡапҡасына тупраҡ һалып, йылытылған соланға ултыртып ҡуйҙым. Сәскәләрем ҡыш буйына тамырҙарын үҫтерҙе. Ара-тирә аҙ ғына тупраҡты дымландырып торҙом. Мартта улар буйға үҫеп китте. Май аҙағында тышҡа сығарып ултырттым. Барыһы ла сәскә атты. Күршемдең көҙ ултыртып ҡалдырған минеке кеүек лилиәләренең ботаҡтары бәләкәй, сәскә атманы. Сәскә үҫтерергә яратҡан хужабикәләргә минең тәжрибә файҙалы булыр.З. НӘҒИМОВА.Ҡырмыҫҡалы районы. ",Иҡтисад
Радий Хабиров провёл оперативное совещание,"Подводя итоги прошлой недели, Радий Хабиров напомнил, что рассмотренные на заседании президиума Госсовета стратегические задачи развития страны должны быть максимально полно реализованы на региональном уровне в соответствии с объёмом финансирования, предоставляемым федеральным центром.",Иҡтисад
Йәберләүҙәрҙең иң яҡын кешеләреңдән булыуы икеләтә ауыр,"Башҡорт дәүләт академия драма театры яңы ижад миҙгелен Заһиҙә Мусинаның повесы буйынса ҡуйылған “Килен” спектакле менән асты. Был спектакль тамашасыны битараф ҡалдырманы. Социаль селтәрҙә лә ошо хаҡта фекерҙәр күп яҙылды. “Берҙәм Рәсәй” партияһының Төбәк башҡарма комитеты етәксеһе урынбаҫары - партия төҙөлөшө бүлеге начальнигы Гөлнара Кирәева ла тәьҫораттары менән уртаҡлашты.
“Яңы миҙгелде премьералар менән асыу матур йолаға әүерелеүе шатлыҡлы күренеш.  Заһиҙәнең ""Килен"" китабын йәй көнө үк алып уҡығайным, спектакле була тигәс, алдан билеттар алып ҡуйҙыҡ. Былай ҙа ауыр яҙмышлы йәш ҡыҙҙың ҡатын-ҡыҙ бәхете, матур ғаилә ҡорорға тигән эскерһеҙ ынтылыштары ике ғаиләлә лә төп урында булған йәбер-золом менән бәрелешә. Йәберләүҙәрҙең иң яҡын кешеләреңдән булыуы икеләтә ауыр. Ике әсәйҙең дә балаларының бәхетен бер яҡлы ғына аңлауҙары, уларҙың фекерҙәре, уй-теләктәре менән бөтөнләй ҙә һанлашмауы, көн һайын физик һәм мораль йәберләүҙәре ғаилә трагедияһына килтерә. ...Спектакль аҙағына тиклем бөтә залды көсөргәнешлектә тотто. Шул тиклем бирелеп китеп ҡаранык, хатта ҡәйнә кешенең тағы ла балаларына аҡыл өйрәтә башлауын күреп, залдан бер тамашасы апайҙың түҙмәй ""ҠЫҪЫЛМА!!! "" тип ҡысҡырыуы, артистарҙың эшенә лә, режиссерға ла зур баһа булғандыр, тип уйлайым. Барыһын да һөйләп бөтмәйем, үҙегеҙ мотлаҡ барып ҡарағыҙ. Театрҙың тағы ла бер яғы - күптән күрешмәгән, сәнғәткә ғашиҡ кешеләр менән осрашыу һәм аралашыу урыны булыуы. Һәр саҡ ихлас күрешеп, һөйләшеп, ял итеп ҡайтабыҙ, рәхмәт”, – тип яҙҙы Гөлнара Әнүәр ҡыҙы.
Ә һеҙгә ""Килен"" оҡшанымы?
Фото авторы: Руслан Юлтаев.",мәҙәниәт
Айҙар Ғәлимовтың күптәнге хыялы тормошҡа ашҡан,"Башҡортостандың халыҡ артисы Айҙар Ғәлимов октябрҙең башында ял итергә тип Дағстанға юлланған. Был сәфәренең сәбәбе тураһында социаль селтәрҙәге сәхифәһендә уртаҡлашты.
“Ҡояшлы, таулы, диңгеҙле Дағстан иле, бик шатмын һинең мелән яҡындан танышыуыма! Бик күп милләтле халыҡ үҙ тарихын, динен, ә иң мөһиме - рухын һаҡлап ҡала алған тип күрҙем... Был ерҙең киләсәге матур булырға оҡшаған - өмөттәрегеҙ аҡланһын ине... Күптәнге хыялым да тормошҡа ашты – ҡумыҡ дуҫымдың тыуған ауылына барҙым, иҫ киткес хәтирәләр! Миңә ҡалһа, иң матур осрашыуҙар алда ла көтөп тора әле. Дағстан – һин минең йөрәгемдә инде!” – тип яҙған ул.
Бер күрешеү – үҙе бер ғүмер, тиҙәр. Ысынлап та, сәйәхәттәр, аралашыуҙар, дуҫ-туғандар менән осрашыуҙар рухи донъябыҙҙы байыта, яңы ҡанаттар ҡуя.
Һеҙ быйыл ҡайҙа сәйәхәт ҡылдығыҙ? Дағстанды күргәнегеҙ бармы?  
Фото: vk.com/aidar.galimov",мәҙәниәт
Сәйетбабалар йәнә барыһын да таң ҡалдырҙы!,"Башҡортостаныбыҙҙың һәр төбәге үҙенсәлекле һәм ҡабатланмаҫ. Баш ҡалабыҙҙан артыҡ йыраҡ урынлашмаған Ғафури районы иһә үҙенең уңған, егәрле халҡы менән дан тота. Өҫтәүенә, бында тәбиғәт тә таң ҡалырлыҡ! Еҙем, Егән һәм Көгөш (Усолка) йылғалары ғына үҙе ни тора! Хатта Аҡкүл, Красноусол минераль һыуҙар, Сәйетбаба ауылы эргәһендәге сәтләүек ҡыуаҡлыҡтары, Еҙем йылғаһының урта ағымындағы шыршылыҡтар тәбиғәт ҡомартҡылары тип иғлан ителгән.
Тағы Ғафури  районында республикабыҙҙың иң ҙур башҡорт ауылы Сәйетбаба урынлашҡан. Бындағы ""Ағинәйҙәр"" ойошмаһы, ""Асанай"" халыҡ фольклор ансамбле һәм ""Сәйетбаба"" башҡорт тарихи-мәҙәни үҙәге ағзалары күмәкләшеп һоҡланғыс эштәр башҡара, бер-береһенә дәрт-дарман өҫтәп, халҡыбыҙға мәҙәни нур тарата. Сәйетбабаларҙың уңғанлығына, сәмселлегенә иһә таң ҡалырлыҡ! Һәр йәһәттән улар тырыш. Ошо көндәрҙә ауылдың “Асанай” халыҡ ансамбленең “Ашҡаҙар таңдары” конкурсында еңеп сығыуы – быға асыҡ дәлил. Улар ҡайҙа ғына сығыш яһамаған да ниндәй генә алҡыштарға күмелмәгән! Дөңгөр, думбыра, шалтырауыҡ, ҡылҡумыҙ, быҙыбыт һәм башҡа милли музыка ҡоралдарында уйнап, күп халыҡты хайран ҡалдырғандар. Ә төркөм етәксеһе – Гәүһәр Байбулдина.
Ансамбль исеменә килгәндә, Асанай – Сәйетбаба ауылы эргәһендәге сабынлыҡ исеме. Был һүҙ күптәргә ят күренһә лә, ул төрки халыҡтарҙа ир-егет исеме булараҡ таралған. Ансамбль башҡорт халҡының йолаларын, этно-мәҙәни үҙенсәлектәрен сағылдырған йыр-бейеүҙәр менән сығыш яһай. Сәйетбабалар төбәктә сыҡҡан йолаларҙың, ғөрөф-ғәҙәттәрҙең иң аҫыл өлгөләрен, халыҡ йырҙарын, урындағы халыҡ сығарған таҡмаҡтарҙы тамашасы иғтибарына сығарыусы, районда “халыҡ” исемен йөрөткән беренсе фольклор ансамбле. Улар Төркиәнең Анкара ҡалаһында, Рәсәйҙең Мәскәү, Санкт-Петербург, Владимир ҡалаларында, Һарытау өлкәһендә, Татарстанда, Сыуашстанда фольклор байрамдарында, һабантуйҙарҙа ҡатнашҡан. Бер йылы Илеш районында уҙған “Ауаз” күп жанрлы фольклор фестивалендә булып, “Алпамыша” ҡобайыры менән беренсе дәрәжә диплом яуланылар.
Ансамблдең төп композиторы, музыканты һәм ҡурай, думбыра, ҡумыҙ, дөңгөр кеүек музыка ҡоралдарын эшләү оҫтаһы – Башҡортостандың атҡаҙанған мәҙәниәт хеҙмәткәре, Ғафури районындағы талантлы династия вәкиле Илһам Байбулдин. Ул бер нисә йыл элек  “Рәсәй күңеле” премияһы менән “Йолаға әүерелгән халыҡ мәҙәниәте” номинацияһында бүләкләнгәйне.
“Асанай”ҙар Илһам Байбулдин ижад иткән “Аласыбар” көйөн халыҡ музыка ҡоралдарында уйнай, халҡыбыҙҙың мәшһүр дастандарын халыҡ иғтибарына еткерә.
Афарин, “Асанай”ҙар! Стәрлетамаҡ ҡалаһында үткәрелгән VI “Ашҡаҙар таңдары” республика башҡорт фольклоры байрамында Башҡортостандан, күрше Ырымбур өлкәһенән 347 вәкил, 24 фольклор коллективы ҡатнашҡан сарала ҙур еңеүгә өлгәштегеҙ – йәнә иң яҡшы халыҡ ансамбле тип танылдығыҙ. Иглин районынан “Аҡ тирмә” башҡорт фольклор коллективы – 16 йәшкә тиклемгеләр, Стәрлетамаҡтан “Йөрәктау” халыҡ фольклор ансамбле араһында 16 йәштән өлкәндәр араһында I дәрәжә лауреат тип танылды.
 17 йыл эсендә был бәйге Стәрлетамаҡ ҡалаһының үҙенсәлекле брендына әүерелде һәм ул республикабыҙ һәләттәрен асыуы менән мәртәбәле.
Фотолар: vk.com/zvezdagafuri
 ",мәҙәниәт
